Brand,HotelFeatures,HotelAttributes,KidsServices,Price,altID,obsID,qID,respID
Novotel,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 270,2,151,8,14
DoubleTree,Connected room guaranteed,All inclusive,Kids themed rooms,AU 220,1,152,9,14
Novotel,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,2,152,9,14
Marriott,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 195,1,153,10,14
Hilton,Large spacious rooms,All inclusive,Kids Club,AU 220,2,153,10,14
Marriott,Central or desirable location,All inclusive,Kids eat free,AU 270,1,154,11,14
Hilton,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 295,2,154,11,14
Hilton,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,1,155,1,15
DoubleTree,Family activities located nearby,Variety of restaurants,Kids Club,AU 195,2,155,1,15
Novotel,Family activities located nearby,Complimentary breakfast,Kids Club,AU 220,1,156,2,15
Intercontinental,Pool,Variety of restaurants,Playground or Kids only play areas,AU 245,2,156,2,15
Novotel,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 270,1,157,3,15
Intercontinental,Pool,All inclusive,Kids Club,AU 295,2,157,3,15
DoubleTree,Pool,Access to sports facilities,Kids themed rooms,AU 295,1,158,4,15
Novotel,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 195,2,158,4,15
Hilton,Pool,Babysitting service,Playground or Kids only play areas,AU 245,1,159,5,15
DoubleTree,Central or desirable location,All inclusive,Kids eat free,AU 270,2,159,5,15
DoubleTree,Central or desirable location,Access to sports facilities,Kids themed rooms,AU 245,1,160,6,15
Novotel,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 270,2,160,6,15
Marriott,Family activities located nearby,Variety of restaurants,Kids activities planned by hotel staff,AU 270,1,161,7,15
Hilton,Pool,Access to sports facilities,Kids Club,AU 295,2,161,7,15
Marriott,Connected room guaranteed,Complimentary breakfast,Kids eat free,AU 295,1,162,8,15
Hilton,Large spacious rooms,Variety of restaurants,Kids themed rooms,AU 195,2,162,8,15
Hilton,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 220,1,163,9,15
DoubleTree,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 245,2,163,9,15
Novotel,Pool,Complimentary breakfast,Kids themed rooms,AU 245,1,164,10,15
Intercontinental,Central or desirable location,Variety of restaurants,Kids activities planned by hotel staff,AU 270,2,164,10,15
Intercontinental,Central or desirable location,Access to sports facilities,Kids eat free,AU 295,1,165,11,15
Marriott,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 195,2,165,11,15
Marriott,Connected room guaranteed,Babysitting service,Kids Club,AU 270,1,166,1,16
Hilton,Large spacious rooms,All inclusive,Playground or Kids only play areas,AU 295,2,166,1,16
Intercontinental,Pool,Babysitting service,Kids eat free,AU 245,1,167,2,16
Marriott,Central or desirable location,All inclusive,Kids themed rooms,AU 270,2,167,2,16
DoubleTree,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 245,1,168,3,16
Novotel,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 270,2,168,3,16
Marriott,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 220,1,169,4,16
Hilton,Pool,All inclusive,Kids Club,AU 245,2,169,4,16
DoubleTree,Central or desirable location,All inclusive,Playground or Kids only play areas,AU 195,1,170,5,16
Novotel,Connected room guaranteed,Complimentary breakfast,Kids eat free,AU 220,2,170,5,16
Intercontinental,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 295,1,171,6,16
Marriott,Large spacious rooms,Babysitting service,Kids Club,AU 195,2,171,6,16
Novotel,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 195,1,172,7,16
Intercontinental,Large spacious rooms,Access to sports facilities,Kids Club,AU 220,2,172,7,16
Intercontinental,Family activities located nearby,Babysitting service,Kids Club,AU 220,1,173,8,16
Marriott,Pool,All inclusive,Playground or Kids only play areas,AU 245,2,173,8,16
Marriott,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 195,1,174,9,16
Hilton,Large spacious rooms,Babysitting service,Kids Club,AU 220,2,174,9,16
Hilton,Connected room guaranteed,All inclusive,Kids activities planned by hotel staff,AU 195,1,175,10,16
DoubleTree,Large spacious rooms,Complimentary breakfast,Kids Club,AU 220,2,175,10,16
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,1,176,11,16
Marriott,Pool,Variety of restaurants,Kids Club,AU 270,2,176,11,16
Marriott,Family activities located nearby,Complimentary breakfast,Kids Club,AU 295,1,177,1,17
Hilton,Pool,Variety of restaurants,Playground or Kids only play areas,AU 195,2,177,1,17
DoubleTree,Family activities located nearby,Access to sports facilities,Playground or Kids only play areas,AU 295,1,178,2,17
Novotel,Pool,Babysitting service,Kids eat free,AU 195,2,178,2,17
DoubleTree,Connected room guaranteed,All inclusive,Kids activities planned by hotel staff,AU 220,1,179,3,17
Novotel,Large spacious rooms,Complimentary breakfast,Kids Club,AU 245,2,179,3,17
Intercontinental,Central or desirable location,All inclusive,Kids activities planned by hotel staff,AU 295,1,180,4,17
Marriott,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 195,2,180,4,17
Marriott,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 270,1,181,5,17
Hilton,Family activities located nearby,Babysitting service,Kids Club,AU 295,2,181,5,17
Intercontinental,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 245,1,182,6,17
Marriott,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 270,2,182,6,17
Hilton,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 220,1,183,7,17
DoubleTree,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 245,2,183,7,17
DoubleTree,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 195,1,184,8,17
Novotel,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 220,2,184,8,17
DoubleTree,Family activities located nearby,Access to sports facilities,Kids Club,AU 270,1,185,9,17
Novotel,Pool,Babysitting service,Playground or Kids only play areas,AU 295,2,185,9,17
DoubleTree,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 220,1,186,10,17
Novotel,Central or desirable location,Access to sports facilities,Kids Club,AU 245,2,186,10,17
DoubleTree,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 220,1,187,11,17
Novotel,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 245,2,187,11,17
Hilton,Central or desirable location,All inclusive,Kids Club,AU 295,1,188,1,18
DoubleTree,Connected room guaranteed,Complimentary breakfast,Playground or Kids only play areas,AU 195,2,188,1,18
Intercontinental,Family activities located nearby,Variety of restaurants,Kids Club,AU 195,1,189,2,18
Marriott,Pool,Access to sports facilities,Playground or Kids only play areas,AU 220,2,189,2,18
Marriott,Connected room guaranteed,All inclusive,Kids themed rooms,AU 220,1,190,3,18
Hilton,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,2,190,3,18
Novotel,Family activities located nearby,Complimentary breakfast,Kids themed rooms,AU 195,1,191,4,18
Intercontinental,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 220,2,191,4,18
DoubleTree,Connected room guaranteed,Access to sports facilities,Kids themed rooms,AU 245,1,192,5,18
Novotel,Large spacious rooms,Babysitting service,Kids activities planned by hotel staff,AU 270,2,192,5,18
Marriott,Family activities located nearby,Access to sports facilities,Kids activities planned by hotel staff,AU 245,1,193,6,18
Hilton,Pool,Babysitting service,Kids Club,AU 270,2,193,6,18
Intercontinental,Central or desirable location,Access to sports facilities,Kids Club,AU 245,1,194,7,18
Marriott,Connected room guaranteed,Babysitting service,Playground or Kids only play areas,AU 270,2,194,7,18
Hilton,Central or desirable location,All inclusive,Kids Club,AU 220,1,195,8,18
DoubleTree,Connected room guaranteed,Complimentary breakfast,Playground or Kids only play areas,AU 245,2,195,8,18
Marriott,Central or desirable location,All inclusive,Kids activities planned by hotel staff,AU 245,1,196,9,18
Hilton,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 270,2,196,9,18
DoubleTree,Central or desirable location,Variety of restaurants,Kids activities planned by hotel staff,AU 195,1,197,10,18
Novotel,Connected room guaranteed,Access to sports facilities,Kids Club,AU 220,2,197,10,18
Hilton,Family activities located nearby,All inclusive,Kids eat free,AU 245,1,198,11,18
DoubleTree,Pool,Complimentary breakfast,Kids themed rooms,AU 270,2,198,11,18
Marriott,Connected room guaranteed,Babysitting service,Playground or Kids only play areas,AU 195,1,199,1,19
Hilton,Large spacious rooms,All inclusive,Kids eat free,AU 220,2,199,1,19
Intercontinental,Central or desirable location,All inclusive,Kids Club,AU 295,1,200,2,19
Marriott,Connected room guaranteed,Complimentary breakfast,Playground or Kids only play areas,AU 195,2,200,2,19
DoubleTree,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 195,1,201,3,19
Novotel,Family activities located nearby,Babysitting service,Kids Club,AU 220,2,201,3,19
Marriott,Connected room guaranteed,All inclusive,Kids Club,AU 195,1,202,4,19
Hilton,Large spacious rooms,Complimentary breakfast,Playground or Kids only play areas,AU 220,2,202,4,19
Hilton,Connected room guaranteed,Babysitting service,Kids Club,AU 220,1,203,5,19
DoubleTree,Large spacious rooms,All inclusive,Playground or Kids only play areas,AU 245,2,203,5,19
Hilton,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 195,1,204,6,19
DoubleTree,Family activities located nearby,All inclusive,Kids eat free,AU 220,2,204,6,19
Novotel,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 270,1,205,7,19
Intercontinental,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 295,2,205,7,19
DoubleTree,Connected room guaranteed,All inclusive,Kids themed rooms,AU 270,1,206,8,19
Novotel,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,2,206,8,19
Novotel,Connected room guaranteed,Access to sports facilities,Playground or Kids only play areas,AU 270,1,207,9,19
Intercontinental,Large spacious rooms,Babysitting service,Kids eat free,AU 295,2,207,9,19
Intercontinental,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 270,1,208,10,19
Marriott,Large spacious rooms,All inclusive,Kids Club,AU 295,2,208,10,19
Novotel,Large spacious rooms,Complimentary breakfast,Kids Club,AU 245,1,209,11,19
Intercontinental,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 270,2,209,11,19
Hilton,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 295,1,210,1,20
DoubleTree,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 195,2,210,1,20
Novotel,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 245,1,211,2,20
Intercontinental,Large spacious rooms,Access to sports facilities,Kids themed rooms,AU 270,2,211,2,20
Hilton,Pool,Variety of restaurants,Kids Club,AU 270,1,212,3,20
DoubleTree,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 295,2,212,3,20
DoubleTree,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 245,1,213,4,20
Novotel,Family activities located nearby,Access to sports facilities,Kids Club,AU 270,2,213,4,20
DoubleTree,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 195,1,214,5,20
Novotel,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 220,2,214,5,20
Hilton,Connected room guaranteed,Access to sports facilities,Kids Club,AU 295,1,215,6,20
DoubleTree,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 195,2,215,6,20
DoubleTree,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 295,1,216,7,20
Novotel,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 195,2,216,7,20
DoubleTree,Large spacious rooms,Access to sports facilities,Kids eat free,AU 295,1,217,8,20
Novotel,Family activities located nearby,Babysitting service,Kids themed rooms,AU 195,2,217,8,20
Marriott,Connected room guaranteed,Babysitting service,Kids Club,AU 195,1,218,9,20
Hilton,Large spacious rooms,All inclusive,Playground or Kids only play areas,AU 220,2,218,9,20
Novotel,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 195,1,219,10,20
Intercontinental,Central or desirable location,Variety of restaurants,Kids Club,AU 220,2,219,10,20
Intercontinental,Central or desirable location,Access to sports facilities,Kids eat free,AU 245,1,220,11,20
Marriott,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 270,2,220,11,20
Marriott,Large spacious rooms,All inclusive,Kids Club,AU 195,1,221,1,21
Hilton,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 220,2,221,1,21
Hilton,Connected room guaranteed,Access to sports facilities,Kids Club,AU 270,1,222,2,21
DoubleTree,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 295,2,222,2,21
Novotel,Connected room guaranteed,Complimentary breakfast,Playground or Kids only play areas,AU 220,1,223,3,21
Intercontinental,Large spacious rooms,Variety of restaurants,Kids eat free,AU 245,2,223,3,21
Novotel,Pool,Variety of restaurants,Kids Club,AU 195,1,224,4,21
Intercontinental,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 220,2,224,4,21
DoubleTree,Family activities located nearby,Access to sports facilities,Kids themed rooms,AU 245,1,225,5,21
Novotel,Pool,Babysitting service,Kids activities planned by hotel staff,AU 270,2,225,5,21
Intercontinental,Connected room guaranteed,All inclusive,Kids eat free,AU 295,1,226,6,21
Marriott,Large spacious rooms,Complimentary breakfast,Kids themed rooms,AU 195,2,226,6,21
Intercontinental,Pool,Complimentary breakfast,Kids Club,AU 195,1,227,7,21
Marriott,Central or desirable location,Variety of restaurants,Playground or Kids only play areas,AU 220,2,227,7,21
Intercontinental,Central or desirable location,Complimentary breakfast,Kids Club,AU 270,1,228,8,21
Marriott,Connected room guaranteed,Variety of restaurants,Playground or Kids only play areas,AU 295,2,228,8,21
Hilton,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 220,1,229,9,21
DoubleTree,Pool,Complimentary breakfast,Kids eat free,AU 245,2,229,9,21
Marriott,Pool,Access to sports facilities,Playground or Kids only play areas,AU 195,1,230,10,21
Hilton,Central or desirable location,Babysitting service,Kids eat free,AU 220,2,230,10,21
Marriott,Large spacious rooms,Variety of restaurants,Kids themed rooms,AU 220,1,231,11,21
Hilton,Family activities located nearby,Access to sports facilities,Kids activities planned by hotel staff,AU 245,2,231,11,21
Hilton,Family activities located nearby,Variety of restaurants,Kids eat free,AU 270,1,232,1,22
DoubleTree,Pool,Access to sports facilities,Kids themed rooms,AU 295,2,232,1,22
Marriott,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 245,1,233,2,22
Hilton,Pool,Access to sports facilities,Kids eat free,AU 270,2,233,2,22
Intercontinental,Family activities located nearby,Access to sports facilities,Playground or Kids only play areas,AU 220,1,234,3,22
Marriott,Pool,Babysitting service,Kids eat free,AU 245,2,234,3,22
Marriott,Large spacious rooms,Access to sports facilities,Kids Club,AU 195,1,235,4,22
Hilton,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 220,2,235,4,22
Marriott,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 245,1,236,5,22
Hilton,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 270,2,236,5,22
